task_achievement,coherence_and_cohesion,lexical_resource,grammatical_range,ID
6.928354484823241,6.904493265543084,6.423626568703749,6.302627740044263,405
5.205033356007085,4.833650268701846,5.159964785415016,5.060517524571393,406
7.0363582808896465,7.210683846982151,6.652037704335517,6.605297404603962,407
7.348242625308268,7.531640132395173,6.878575161003716,6.838730517272837,408
6.570313388302572,6.875049132605799,6.246850465534345,6.066897192240153,409
6.821012409689959,7.117028106250942,6.4396989843642665,6.3473360871543045,410
6.673382070117323,6.902227165958269,6.335669561019813,6.242568793983856,411
6.403453116401091,6.711402732773752,6.192613175034084,5.948362562069592,412
6.271373040122415,6.237274639915516,5.753707554684197,5.7018966681311,413
6.263913899359459,6.124087796007778,5.76310321650362,5.700914782808056,414
6.805725165746079,6.770683174196043,6.310952116643681,6.271700058271345,415
6.783912413732738,6.988444899921321,6.441244209547303,6.3344163902663215,416
6.728380584542451,6.756799132979144,6.295129108491566,6.256949290062988,417
6.840728897878866,6.943038463412437,6.417821808130228,6.203178598733808,418
6.787786563685592,6.442399836382248,6.372402644487134,6.178667804586108,419
7.144923909972876,7.702435610684305,6.861811105412115,6.756239319612604,420
6.336176149276238,6.097650477129042,5.843761444775861,5.68697294747704,421
7.094039853363899,7.359665258485513,6.686977463535318,6.603507692337895,422
5.944028584614474,5.578294874891807,5.445974458614911,5.357677658980284,423
6.626578231646992,6.537616646243586,6.217889374002027,6.3361265462776775,424
6.917775450372808,6.933058430857652,6.4838749193344,6.433548776852426,425
6.286258606570677,5.935036819220293,5.71168695934775,5.635476160423076,426
6.884600572049046,7.158499667957674,6.408522652293805,6.2177013522017175,427
7.235667440027881,7.349557503936574,6.782173592484529,6.709904756187857,428
6.823281696834166,6.883060467605705,6.503125800985241,6.375411204258183,429
7.058214439116038,7.173035139500487,6.614712034806936,6.463302025305216,430
6.9470529389953555,7.221066695283864,6.527944648777905,6.462617782587659,431
6.359764190252238,6.2972203589936155,5.935056084148897,5.76576499388006,432
7.240863892691331,7.372914511596016,6.682047388874871,6.598474882434887,433
6.693766187337498,6.690328157335737,6.277033784879882,6.138129349356074,434
7.389995914121922,7.509005219002502,6.7762118316131055,6.689467915152438,435
7.054681592484528,7.164557618444528,6.6382626567204595,6.581443670850573,436
5.965109730796686,5.658619701584568,5.619601753501885,5.349672553662042,437
6.8829286422220886,7.004212387850384,6.515962375268909,6.420575819962199,438
6.29607323192662,6.195155750621179,5.8671641378410895,5.633696679679471,439
7.147287832481632,7.1493399666072,6.624507158821324,6.4062163956721605,440
6.206656334803507,6.066727932045153,5.7313357634692395,5.5012260128510535,441
7.290278420609231,7.473964664204412,6.852415975438923,6.748162078840474,442
6.410288777575932,6.473705197316383,6.192514442794817,6.097038633806561,443
5.11647381885099,5.050774589754319,4.481754599820111,4.427045195752922,444
6.657646974091742,6.510884612307095,6.214331470722754,6.069339078278882,445
6.95338395282802,6.9480809280354405,6.534652558987972,6.413644630653179,446
5.4665349338472105,5.136711679089394,5.011104486756114,4.859926623889123,447
6.3546558724882125,6.07770049226853,5.584959022354182,5.4832774768318755,448
6.794898929375513,6.930060805976563,6.425675254675585,6.383390836715843,449
6.742517560482544,6.981541974006123,6.341691606825861,6.360584864433499,450
3.3644603316739454,3.1150528096944794,3.653436104817687,3.47721721427803,451
7.247539585789411,7.370843168688627,6.931028779666763,6.898658303104983,452
7.068948269880345,7.2257174197050995,6.617455175058373,6.579522425784791,453
5.991085108341671,5.791646212908372,5.539975116918417,5.408764087309923,454
5.810303996143245,5.792485531104375,5.323571012996507,5.323262053335574,455
5.95436151622112,5.8988973731266325,5.506846219192273,5.3702759285669,456
6.823898923793182,6.888522180516432,6.485734333200058,6.349608223937449,457
6.733195448696527,6.78990681897948,6.322512567543282,6.242103494611793,458
6.934630317358688,7.168975063605495,6.553696085898555,6.56853164428294,459
6.571236979127294,6.849577769344371,5.964158149254862,5.854688211814703,460
7.172086569934924,7.325956247060146,6.617537330921746,6.571530543355856,461
6.370706153078305,6.482672503270795,5.944182213073411,5.852577277918192,462
7.638801407805192,7.7457889893468215,7.026673227540807,7.105294028893148,463
7.271147116411626,7.222390851102706,6.729607249376718,6.718102232805066,464
6.846862146485782,6.919934723689254,6.232413363072845,6.158592255361141,465
5.722939995592882,5.79455008502918,5.351359863099559,5.267109422454594,466
6.821024711838782,6.897271904612667,6.389760992664232,6.297827701644689,467
6.953041165084022,7.016084536402992,6.590073308350479,6.336035359497867,468
6.269332882363157,6.140576678629428,5.670721487454057,5.441185128462842,469
7.35297166184413,7.55949216387732,6.897075738126706,6.969837506970736,470
5.780511401517641,5.56538077556159,5.332280095378418,5.111369633745727,471
6.542103319505922,6.710434748653444,6.306993943038988,6.117467931654855,472
5.879668586599655,5.683351891109968,5.486214831738428,5.390245241522475,473
